CH4,H2,C2H2,C2H4,C2H6,FAULT
206.9637654590537,265.7522003500179,44.01985299068265,103.67043106142009,20.372932561973215,D2
137.33973661310102,323.99475240140316,43.55876967588649,132.54068869478678,43.07407050698134,D2
152.04858836447823,132.8222526255379,7.522085513803859,78.96979913276957,57.22602015338906,T2
122.80612315359164,309.4905246025879,63.72102919996878,142.33697947398352,27.23781540730657,D2
197.38442015247256,230.7252359151446,8.651157999202468,96.43519841948846,40.865914984854406,T1
109.62345162739055,266.85536896521137,60.59608355830566,157.66274482631601,5.850664996181322,D2
266.7137723639123,286.4624580443697,59.183601584568734,97.19337154165412,30.171171994520257,D2
206.29081522528725,193.54267359131342,10.035986309357845,136.65310698809927,90.39465427693978,T2
112.29799304838386,201.2463238065174,21.198982348114114,163.78020252899887,54.591159550450165,D2
93.27796040654364,208.43004049167678,37.97264712097572,112.79127736570148,32.210187994049924,D2
90.41576163367378,155.4006571993733,48.2343590329749,203.18837350617275,55.88976296090807,D2
53.10357015173628,93.50136371537775,60.159826538250876,55.86533575304506,15.41328221142551,D2
244.4984007520528,306.2555313479246,59.117755441632156,186.60009379604335,60.69445308859571,D2
140.22306566817412,198.2906164521251,1.5151947945411663,135.361815854442,102.105316912773,T1
123.59019365205177,167.70812294064027,58.47198131186922,182.50099676972582,47.97401257237181,D2
190.36950688371215,288.5664535429578,6.546609079719275,133.89686708601687,63.94015442138232,T1
178.83881269515115,184.49390889817573,9.92275271186493,125.41672120836905,42.82224815439582,T1
231.39327737430136,420.7728031128862,39.82072748585003,98.97702751232022,26.92772285332645,D2
127.83587565139916,230.11276208780134,32.60673837450611,145.01739137659078,44.31764321398016,D2
71.92768172187874,319.1890750881666,33.430059504395075,95.8698095940381,30.704335665374984,D2
171.40436617516582,184.79687719988044,46.392166364751844,154.91393898706121,13.644142660114795,D2
263.2500479330215,145.22961393919968,10.597923645763288,135.70389353197237,43.66484212157656,T3
233.4718576710947,241.80112842126061,78.03197185892859,126.01800370144556,34.90759094720546,D2
233.6778355511512,255.90627361620278,59.84037695985599,78.95860629329678,15.399712403862665,D2
169.02954801683882,268.76703095838417,49.091775641355234,101.0155368216964,22.40980531407031,D2
144.82177807486607,198.89298031246102,40.13754355200456,157.74528013875255,42.30479317162231,D2
206.87144050346643,226.2303619327486,5.6139925450493,90.80801477699225,54.457806972190596,T1
233.6075592361473,238.61503097673702,62.13701186431342,182.26174259318165,46.07334694022253,D2
151.62042683694298,185.23797138753204,5.888678858018615,135.8826478754853,118.24625123836167,T1
238.5653381868309,265.1321409694613,57.3746629463504,115.75189192865005,22.169822619631702,D2
166.06109332815652,196.35902037590063,38.60334143522483,113.18034942292036,34.48478909984963,D2
206.81675597071208,108.18468881474661,0.01,92.5241536735206,31.085802688545797,T2
262.1925882211609,296.4795613237453,59.33341963932162,160.8402490863752,51.53250437525489,D2
274.5753251408308,339.7890558332447,45.26889425562108,145.42480588731777,46.81119462765098,D2
78.45231396185261,283.07030808154536,0.01,81.95364566364005,96.55222399732762,Normal
162.94709103316808,296.02093997910634,41.77146785767995,146.15602937022987,23.907749009137383,D2
96.54867649930819,228.91338538184823,61.44780622351352,118.02413651450155,23.905509814035078,D2
196.9943484016415,192.8612676622841,15.375973931101491,159.79752909812944,81.23976896811855,T2
170.4634239642043,267.3586956361702,0.01,85.00711773512775,48.84368537468083,T1
37.93537015108984,166.56723633872875,28.582951626311225,176.45676348558894,41.586332869926,D2
235.30457213593968,261.75361238693404,35.33687605780007,109.1598556983736,24.262956458051384,D2
202.40251833312658,131.06375437949936,6.9523291078163965,135.05822582011743,33.15520332674422,T3
206.28616237753198,186.74948717458943,7.42531811170376,118.32672459154794,50.6083632584958,T2
104.37649891206043,193.8045231419205,79.01855096558424,172.2878657455154,29.52023917631943,D2
99.5891702421284,161.78835339167958,47.446906369636196,77.5756945261076,0.01,D2
278.22524397489605,97.23325874400246,7.887061163193508,146.143613732677,121.5904819178853,T2
136.35543456472942,238.03445460212987,58.48787875722025,151.18074679040635,13.495434819378062,D2
74.57124597076353,157.4836358912628,56.9341995520984,200.46226206337695,24.797667664827415,D2
139.4588818387259,218.62293943521308,6.201565900428932,147.78368882054923,108.75157459526127,T1
239.74988724060776,246.61900665390914,71.395429099677,52.01209886538767,10.515684110933705,D2
133.74429816278123,268.6411356241716,9.630242712227243,105.80254983837527,103.79527064656031,T1
25.83479628457161,185.47974702914664,53.5695332777078,157.1543083125427,35.77603603873683,D2
202.77709990020495,241.0891571384877,10.629915731238924,126.19902336886759,104.3239593677513,T1
224.88879929145563,229.04925021956188,12.207014158076944,180.6110044184256,118.71933382767642,T1
162.2989007437984,64.86535696261907,10.49024457565725,130.0439781802924,18.04750861231038,T3
86.10538904928616,373.59492704644344,12.96314536850683,131.34358659194427,59.6407081611769,T1
239.52511351804156,149.89477790535943,0.01,65.72592539488804,46.218381172668494,T2
90.75060766478805,166.11211346174582,30.517563075672633,128.13711667149235,40.77890653307108,D2
220.96534472693804,248.71242850037055,11.008765644912657,85.96602279694102,13.449567198467562,D2
291.6822060010732,175.2280228809551,0.01,99.33558630696363,76.82543727506906,T2
122.01547392617265,201.21463540323464,62.91175424348387,100.775249507921,10.390532053087298,D2
198.06137329042463,262.6103861053215,74.04902495966144,56.189179246287814,0.01,D2
105.09308583121165,269.50180004726167,61.7571177627547,124.78955138811475,22.66049325012488,D2
200.25181815250613,243.47126622974477,74.59980736877367,139.30732571079764,37.997878304509726,D2
158.57940422222242,199.26541172918888,54.356046794974525,119.02353743714329,27.59312925963335,D2
405.7596253995975,259.1740374494267,5.011350915984721,124.34942356497668,63.286082822833066,T2
236.04904395451106,356.786980379574,51.655458075708516,101.4713133269694,8.470796336427625,D2
115.90239761739979,267.34246198272103,0.01,90.91575968876296,75.74727337917385,T1
148.45277863824126,142.082821562577,0.01,147.44581896169194,126.20971939459659,T2
155.23629717684247,262.9124969596653,0.01,154.367579766561,102.81518358752427,T1
203.68051093890728,399.7932101135883,37.1777147955071,212.97322364012186,40.43094505092468,D2
185.90931971592173,168.96280248740382,0.01,166.85390301749905,52.95872960308476,T3
263.8280561105711,128.5187925984576,12.531173920907662,125.83561681103569,47.028657453353816,T2
212.90396341301562,300.1826929565312,62.88247535700218,103.27955255298878,27.4286871457701,D2
187.31698460668346,235.87883633571522,31.6396187672207,103.69507166559697,33.061336179925874,D2
175.56442380466544,277.1324707337583,15.416342209931592,178.11669529958044,78.16707475982396,T1
113.88950500783534,286.63999508134947,36.52419788681047,138.3014865311907,0.01,D2
112.22850802969488,155.81909983099132,95.83822533637372,174.69848016645403,45.13802539231151,D2
84.7214692380065,182.27202444919686,69.17632612935344,145.10745178065716,21.57972577577557,D2
116.96069160086161,422.39708993788446,22.924906505804827,129.3790698000487,17.686404386783778,D2
209.3464139337747,264.74117585935886,24.28817998487945,135.2026385182937,36.985825282147566,D2
151.32048770150385,292.48053355609017,29.842641735557397,110.14949187099333,26.207708062628313,D2
105.77908336069136,182.73702989374243,79.39568517574992,75.10919108424017,24.792008456132947,D2
138.69419801748592,271.5386219600748,44.70908202590556,114.63039944371663,21.75296598139336,D2
184.3621885131221,265.5791773806476,55.94454443170173,166.69027366998137,16.280215456230934,D2
127.44777002223512,124.08377377850574,2.9908829475127803,166.91472807594118,54.080604527717654,T3
207.36441098495936,234.97014237848416,59.524807067753315,201.1971099700781,50.19220988205656,D2
149.53228776422492,220.58984851338795,58.6470542840068,71.31272397110115,19.02938707104846,D2
247.171138508592,238.06015934652257,0.01,154.65557647417754,57.86789885945477,T2
34.775777996751174,254.94863288098048,92.43262614660406,88.67392460480497,19.248802589714813,D2
125.74240261215857,323.1357760139926,74.8685655620585,114.21352782360547,25.72196856235226,D2
173.8771317972343,243.18116102626738,26.581502123850925,108.09533482394781,33.29146739880566,D2
112.19112141794186,166.57735899891048,42.76743781254909,157.42283972654494,25.14782357474111,D2
321.5961604731439,173.32314454545823,7.284003025303889,130.39148947812308,54.81417325947028,T2
182.83698683856292,140.60105777843205,0.01,71.948417168338,53.7255552606112,T2
92.76090869068506,295.48692283810095,43.60347444222488,105.77240077740315,24.988826971116964,D2
127.50277343622312,248.05864121164734,52.83959827748011,112.54892731587628,35.46185624241042,D2
120.97072718881824,225.6744049540526,64.46075879159727,103.42053318558396,28.528750440856115,D2
253.97559822468958,275.8009526860454,37.6326995991174,68.20425411993239,17.82934454912005,D2
318.83818954180396,219.18982018277802,9.051256284584994,91.17084972166533,40.01964676924389,T2
212.1325817716014,275.5508178268312,29.52488104584299,74.65641938024748,22.812901397318583,D2
216.59910382817455,272.1673049270614,58.913558141638475,116.9403149608815,31.858849706065634,D2
96.13392482648779,227.34031365708316,0.01,105.9523504671836,73.58220600946504,T1
109.70923884966342,233.78598379598998,48.58189274945262,86.59332107094461,27.664013341818375,D2
180.24653380084362,253.87782369265847,11.480443631097977,171.48959858418675,66.98028613352129,T1
165.18014423958653,246.70696652312472,21.820785064159214,111.00009193167243,35.236939485639084,D2
159.20848377074938,228.99599052756213,53.64341255424203,135.67510538281098,43.18957768134393,D2
248.55540867093103,304.3970151032335,13.161618421369141,152.19339053277318,84.05528724028008,T1
182.19400582201177,234.68332883780235,16.360624320291784,119.12151260769133,36.81175607603518,D2
237.8252055942266,189.82404928140457,0.01,106.64562452313322,45.50775633896321,T2
271.71997361601325,122.79635355390563,0.01,147.49708606728,95.63689971933624,T2
196.78362123708968,240.55325761090486,39.96016079637591,144.25847083248286,42.493519223155964,D2
157.88141161640615,323.2601901213418,41.30410613255566,132.6237697838465,31.31075113989308,D2
122.21319969470495,306.0003723956511,11.14858857125187,194.38457036400416,148.0697483497836,T1
227.36795852459053,227.9490842785904,60.15223645886495,144.01571569114918,37.250864845537635,D2
227.81388337959996,178.50576979800346,6.404226772195088,97.726525911722,29.614916212597898,T3
142.90968854364263,198.43756884263183,39.120331732546326,117.09504181883189,38.439184446665166,D2
168.91943463049176,247.4443240226417,66.5111414973913,138.44373828928332,29.8074796248278,D2
217.88190100332295,303.70053677984015,20.32041881065165,158.07706529258888,51.57407777083664,D2
233.81028937540526,240.68282541017047,9.723504874378442,104.73320875592809,46.51807471784315,T1
175.95712118569855,319.2933123424144,55.33951566255121,167.1429585739503,16.279187723634465,D2
50.70032521203285,155.86598895626577,34.79431122756813,169.17203464179028,35.26760229165579,D2
86.84295909069434,156.30671166255843,64.45993869248646,149.509524229969,46.45304181931906,D2
194.6719178382421,109.67484625341585,5.512317827822628,113.47613055906464,93.56823132945736,T2
179.0443994860517,142.93512797758308,3.2786078995747374,169.39051172494308,47.88595270939786,T3
263.23128612283756,324.66359654179587,60.41024993256559,149.43772808912414,19.398307564303238,D2
229.66815141687974,401.9607421285996,9.281948597904481,78.28804113132139,22.02883737512574,D2
199.49326876277954,89.12586672238028,6.7767579285658,149.22583216712044,116.62145586486324,T2
96.22685629074226,274.07729038817837,97.36669084800874,134.2419237910205,29.479879466115065,D2
104.27879614792536,221.9574668509252,1.3975524854528771,85.36877018791975,77.85242921318363,T1
255.19522215168695,260.5644801455534,45.99566667016688,127.33658694240123,11.80483392359504,D2
182.33686801663566,310.0985576508458,41.88993266891825,121.35923189674656,26.65391817302458,D2
190.91345054153692,207.30175185340585,21.052373330738202,177.5237959757256,51.753982391967696,D2
283.59843961065553,287.23777352455954,31.24093182310215,163.9459037436444,36.294271152558856,D2
220.17704026902908,263.37099193163755,31.875637476146107,152.26216270938002,29.046482947992473,D2
205.49445677204307,212.56789205150642,39.12179892973485,133.03410679310838,24.114092406462923,D2
172.16083603235336,285.39742808565484,4.949329704327013,92.4327865936432,75.31418299708413,T1
38.085471121364435,260.2880887327851,18.930877326734695,140.19316597932948,34.84162471515678,D2
213.5678141115948,263.2279206953831,39.506624388692714,130.44769490806036,34.81751268793795,D2
125.61216412858795,204.41664071938666,0.01,153.98185255334974,101.60672050716224,T1
149.37539206222542,311.0372467178694,78.12464718525106,117.69208624541363,26.32864537261034,D2
